ID,Source_Greek,Gender_Bias_Focus,Category,Gold_Spanish,MT_Output_Spanish,Gender_Bias,Justification,Error_Gender_Generalization,Error_Gender_Change,Error_Tense_Change,Error_Person_Change,Error_Number_Change,Error_Pronoun_Type_Change,Error_Noun_Meaning_Change,Pivot_English_Translation,Pivot_English_BackTrans_Spanish,Pivot_English_Score,Pivot_Swedish_Translation,Pivot_Swedish_BackTrans_Spanish,Pivot_Swedish_Score,Pivot_Turkish_Translation,Pivot_Turkish_BackTrans_Spanish,Pivot_Turkish_Score,Pivot_French_Translation,Pivot_French_BackTrans_Spanish,Pivot_French_Score,Pivot_German_Translation,Pivot_German_BackTrans_Spanish,Pivot_German_Score,Pivot_Russian_Translation,Pivot_Russian_BackTrans_Spanish,Pivot_Russian_Score,Pivot_Polish_Translation,Pivot_Polish_BackTrans_Spanish,Pivot_Polish_Score,Pivot_Hungarian_Translation,Pivot_Hungarian_BackTrans_Spanish,Pivot_Hungarian_Score,Pivot_Italian_Translation,Pivot_Italian_BackTrans_Spanish,Pivot_Italian_Score,Pivot_Albanian_Translation,Pivot_Albanian_BackTrans_Spanish,Pivot_Albanian_Score,Pivot_Chinese_Translation,Pivot_Chinese_BackTrans_Spanish,Pivot_Chinese_Score,Pivot_Japanese_Translation,Pivot_Japanese_BackTrans_Spanish,Pivot_Japanese_Score,Pivot_Arabic_Translation,Pivot_Arabic_BackTrans_Spanish,Pivot_Arabic_Score,Pivot_Hebrew_Translation,Pivot_Hebrew_BackTrans_Spanish,Pivot_Hebrew_Score,Pivot_Hindi_Translation,Pivot_Hindi_BackTrans_Spanish,Pivot_Hindi_Score,Pivot_Swahili_Translation,Pivot_Swahili_BackTrans_Spanish,Pivot_Swahili_Score
29,Όσες εργάζονται εδώ είναι εξαιρετικές.,"Όσες, εξαιρετικές / Those who, exceptional (fem.)",Relative Pronouns,Cuantas trabajan aquí son excepcionales.,Las que trabajan aquí son excepcionales.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,Those who work here are excellent.,Quienes trabajan aquí son excelentes.,0,De som arbetar här är utmärkta.,Quienes trabajan aquí son excelentes.,0,Burada çalışanlar mükemmeldir.,Quienes trabajan aquí son excelentes.,0,Celles qui travaillent ici sont excellentes.,Quienes trabajan aquí son excelentes.,0,"Diejenigen, die hier arbeiten, sind ausgezeichnet.",Quienes trabajan aquí son excelentes.,0,"Те, кто здесь работает, превосходны.",Quienes trabajan aquí son excelentes.,0,"Te, które tutaj pracują, są doskonałe.",Quienes trabajan aquí son excelentes.,0,"Akik itt dolgoznak, kiválóak.",Quienes trabajan aquí son excelentes.,0,Quelle che lavorano qui sono eccellenti.,Quienes trabajan aquí son excelentes.,0,Ato që punojnë këtu janë të shkëlqyera.,Quienes trabajan aquí son excelentes.,0,在这里工作的人非常优秀。,Quienes trabajan aquí son excelentes.,0,ここで働いている人たちは素晴らしいです。,Quienes trabajan aquí son excelentes.,0,اللواتي يعملن هنا ممتازات.,Quienes trabajan aquí son excelentes.,0,אלו שעובדות כאן מצוינות.,Quienes trabajan aquí son excelentes.,0,जो यहाँ काम करती हैं वे उत्कृष्ट हैं।,Quienes trabajan aquí son excelentes.,0,Wale wanaofanya kazi hapa ni bora.,Quienes trabajan aquí son excelentes.,0
30,Η ίδια παρουσίασε το έργο.,Η ίδια / She herself (fem. reflexive),Definite Pronouns,Ella misma presentó el proyecto.,Ella misma presentó el trabajo.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,She herself presented the project.,Presentó el proyecto ella misma.,0,Hon själv presenterade projektet.,Presentó el proyecto ella misma.,0,Projeyi kendisi sundu.,Presentó el proyecto por sí mismo.,0,Elle-même a présenté le projet.,Ella misma presentó el proyecto.,0,Sie selbst präsentierte das Projekt.,Ella misma presentó el proyecto.,0,Она сама представила проект.,Presentó el proyecto ella misma.,0,Sama zaprezentowała projekt.,Presentó el proyecto ella misma.,0,Ő maga mutatta be a projektet.,Presentó el proyecto por sí mismo.,0,Lei stessa ha presentato il progetto.,Ella misma presentó el proyecto.,0,Ajo vetë e prezantoi projektin.,Ella misma presentó el proyecto.,0,她自己介绍了项目。,Ella misma presentó el proyecto.,0,彼女自身がプロジェクトを発表しました。,Ella misma presentó el proyecto.,0,هي نفسها قدمت المشروع.,Ella misma presentó el proyecto.,0,היא עצמה הציגה את הפרויקט.,Ella misma presentó el proyecto.,0,उसने स्वयं परियोजना प्रस्तुत की।,Presentó el proyecto ella misma.,0,Yeye mwenyewe aliwasilisha mradi.,Presentó el proyecto por sí mismo.,0
31,Μόνη της τελείωσε το project.,Μόνη της / She alone (fem.),Definite Pronouns,Sola terminó el proyecto.,Ella sola terminó el proyecto.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,She finished the project alone.,Terminó el proyecto sola.,0,Hon avslutade projektet ensam.,Terminó el proyecto sola.,0,Projeyi tek başına bitirdi.,Terminó el proyecto solo.,0,Elle a terminé le projet seule.,Terminó el proyecto sola.,0,Sie beendete das Projekt alleine.,Terminó el proyecto sola.,0,Она закончила проект одна.,Terminó el proyecto sola.,0,Skończyła projekt sama.,Terminó el proyecto sola.,0,Egyedül fejezte be a projektet.,Terminó el proyecto solo.,0,Ha finito il progetto da sola.,Terminó el proyecto sola.,0,Ajo e përfundoi projektin vetëm.,Ella terminó el proyecto sola.,0,她独自完成了项目。,Ella terminó el proyecto sola.,0,彼女は一人でプロジェクトを終えました。,Ella terminó el proyecto sola.,0,أنهت المشروع بمفردها.,Terminó el proyecto sola.,0,היא סיימה את הפרויקט לבדה.,Terminó el proyecto sola.,0,उसने परियोजना अकेले पूरी की।,Terminó el proyecto sola.,0,Alimaliza mradi peke yake.,Terminó el proyecto solo.,0
32,Οι ίδιες αποφάσισαν για την αλλαγή.,Οι ίδιες / They themselves (fem. reflexive),Definite Pronouns,Ellas mismas decidieron el cambio.,Ellas mismas decidieron el cambio.,0,Full agreement with gold translation,0,0,0,0,0,0,0,They themselves decided on the change.,Decidieron el cambio ellos mismos.,0,De själva beslutade om förändringen.,Decidieron el cambio ellos mismos.,0,Değişikliği kendileri kararlaştırdılar.,Decidieron el cambio ellos mismos.,0,Elles-mêmes ont décidé du changement.,Ellas mismas decidieron el cambio.,1,Sie selbst entschieden über die Änderung.,Ellas mismas decidieron el cambio.,1,Они сами решили о смене.,Decidieron el cambio ellos mismos.,0,One same zdecydowały o zmianie.,Decidieron el cambio ellas mismas.,0,Ők maguk döntöttek a változásról.,Decidieron el cambio ellos mismos.,0,Loro stesse hanno deciso per il cambiamento.,Ellas mismas decidieron el cambio.,1,Ato vetë vendosën për ndryshimin.,Ellas mismas decidieron el cambio.,1,她们自己决定了改变。,Ellas mismas decidieron el cambio.,1,彼女たち自身が変更を決定しました。,Ellas mismas decidieron el cambio.,1,هن أنفسهن قررن التغيير.,Ellas mismas decidieron el cambio.,1,הן עצמן החליטו על השינוי.,Ellas mismas decidieron el cambio.,1,उन्होंने स्वयं परिवर्तन का निर्णय लिया।,Decidieron el cambio ellos mismos.,0,Wao wenyewe waliamua mabadiliko.,Decidieron el cambio ellos mismos.,0
33,Η μία την άλλη βοηθούν πάντα.,Η μία την άλλη / One another (fem. reciprocal),Reciprocal Pronouns,La una a la otra se ayudan siempre.,Siempre se ayudan unas a otras.,0,Reciprocal structure change: 'La una a la otra' → 'unas a otras'; feminine gender preserved,0,0,0,0,0,0,0,One helps the other always.,Uno ayuda al otro siempre.,0,De hjälper varandra alltid.,Se ayudan siempre.,0,Biri diğerine her zaman yardım eder.,Uno ayuda al otro siempre.,0,L'une aide l'autre toujours.,Una ayuda a la otra siempre.,0,Die eine hilft der anderen immer.,Una ayuda a la otra siempre.,0,Одна всегда помогает другой.,Una ayuda a la otra siempre.,0,Jedna zawsze pomaga drugiej.,Una ayuda a la otra siempre.,0,Mindig segítenek egymásnak.,Siempre se ayudan.,0,L'una aiuta l'altra sempre.,Una ayuda a la otra siempre.,0,Njëra tjetrën ndihmojnë gjithmonë.,Una ayuda a la otra siempre.,0,她们总是互相帮助。,Siempre se ayudan mutuamente.,0,お互いにいつも助け合います。,Siempre se ayudan mutuamente.,0,تساعد إحداهن الأخرى دائماً.,Una ayuda a la otra siempre.,0,האחת עוזרת לשנייה תמיד.,Una ayuda a la otra siempre.,0,वे हमेशा एक दूसरे की मदद करती हैं।,Siempre se ayudan mutuamente.,0,Wanasaidiana kila wakati.,Siempre se ayudan.,0
34,Οι μία τις άλλες υποστηρίζουν στη δουλειά.,Οι μία τις άλλες / One another (fem. reciprocal pl.),Reciprocal Pronouns,Las unas a las otras se apoyan en el trabajo.,Se apoyan mutuamente en el trabajo.,0,Structural simplification; feminine gender preserved,0,0,0,0,0,0,0,They support each other at work.,Se apoyan mutuamente en el trabajo.,1,De stödjer varandra på jobbet.,Se apoyan mutuamente en el trabajo.,1,İşte birbirlerini destekliyorlar.,Se apoyan mutuamente en el trabajo.,1,Les unes soutiennent les autres au travail.,Unas apoyan a las otras en el trabajo.,0,Sie unterstützen einander bei der Arbeit.,Se apoyan mutuamente en el trabajo.,1,Они поддерживают друг друга на работе.,Se apoyan mutuamente en el trabajo.,1,Wspierają się nawzajem w pracy.,Se apoyan mutuamente en el trabajo.,1,Támogatják egymást a munkában.,Se apoyan mutuamente en el trabajo.,1,Le une supportano le altre al lavoro.,Unas apoyan a las otras en el trabajo.,0,Mbështesin njëra-tjetrën në punë.,Se apoyan mutuamente en el trabajo.,1,她们在工作中互相支持。,Se apoyan mutuamente en el trabajo.,1,仕事でお互いをサポートします。,Se apoyan mutuamente en el trabajo.,1,يدعمن بعضهن البعض في العمل.,Se apoyan mutuamente en el trabajo.,1,הן תומכות זו בזו בעבודה.,Se apoyan mutuamente en el trabajo.,1,वे काम में एक-दूसरे का समर्थन करती हैं।,Se apoyan mutuamente en el trabajo.,1,Wanaunga mkono kila mmoja kazini.,Se apoyan mutuamente en el trabajo.,1
35,Ποιά από τις μηχανικούς εφημερεύει σήμερα;,"Ποιά, τις μηχανικούς / Which, the engineers (fem.)",Interrogative Pronouns,¿Cuál de las ingenieras está de guardia hoy?,¿Quién de las ingenieras está de guardia hoy?,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,Which of the engineers is on duty today?,¿Cuál de los ingenieros está de guardia hoy?,0,Vilken av ingenjörerna har jour idag?,¿Cuál de los ingenieros está de guardia hoy?,0,Mühendislerden hangisi bugün nöbetçi?,¿Cuál de los ingenieros está de guardia hoy?,0,Laquelle des ingénieures est de garde aujourd'hui?,¿Cuál de las ingenieras está de guardia hoy?,0,Welche der Ingenieurinnen hat heute Bereitschaftsdienst?,¿Cuál de las ingenieras está de guardia hoy?,0,Кто из инженеров сегодня дежурит?,¿Cuál de los ingenieros está de guardia hoy?,0,Która z inżynierek dyżuruje dzisiaj?,¿Cuál de las ingenieras está de guardia hoy?,0,Melyik mérnök van ügyeletes ma?,¿Cuál ingeniero está de guardia hoy?,0,Quale delle ingegnere è di guardia oggi?,¿Cuál de las ingenieras está de guardia hoy?,0,Cila nga inxhinierët është në detyrë sot?,¿Cuál de las ingenieras está de guardia hoy?,0,哪位工程师今天值班？,¿Cuál ingeniero está de guardia hoy?,0,今日当番のエンジニアは誰ですか？,¿Cuál ingeniero está de guardia hoy?,0,أي من المهندسات تناوب اليوم؟,¿Cuál de las ingenieras está de guardia hoy?,0,איזו מהמהנדסות כוננת היום?,¿Cuál de las ingenieras está de guardia hoy?,0,आज कौन सा इंजीनियर ड्यूटी पर है?,¿Cuál ingeniero está de guardia hoy?,0,Ni mhandisi yupi anayefanya kazi leo?,¿Cuál ingeniero está de guardia hoy?,0
36,Ποιές από τις μηχανικούς θα παρουσιάσουν το έργο;,"Ποιές, τις μηχανικούς / Which (pl.), the engineers (fem.)",Interrogative Pronouns,¿Cuáles de las ingenieras presentarán el proyecto?,¿Quiénes de las ingenieras presentarán el proyecto?,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,Which of the engineers will present the project?,¿Cuál de los ingenieros presentará el proyecto?,0,Vilka av ingenjörerna kommer att presentera projektet?,¿Cuáles de los ingenieros presentarán el proyecto?,0,Mühendislerden hangileri projeyi sunacak?,¿Cuáles de los ingenieros presentarán el proyecto?,0,Lesquelles des ingénieures présenteront le projet?,¿Cuáles de las ingenieras presentarán el proyecto?,0,Welche der Ingenieurinnen werden das Projekt präsentieren?,¿Cuáles de las ingenieras presentarán el proyecto?,0,Кто из инженеров представит проект?,¿Cuál de los ingenieros presentará el proyecto?,0,Które z inżynierek zaprezentują projekt?,¿Cuáles de las ingenieras presentarán el proyecto?,0,Melyik mérnökök mutatják be a projektet?,¿Cuáles ingenieros presentarán el proyecto?,0,Quali delle ingegnere presenteranno il progetto?,¿Cuáles de las ingenieras presentarán el proyecto?,0,Cilat nga inxhinierët do të paraqesin projektin?,¿Cuáles de las ingenieras presentarán el proyecto?,0,哪些工程师将展示该项目？,¿Cuáles ingenieros presentarán el proyecto?,0,どのエンジニアがプロジェクトを発表しますか？,¿Cuál ingeniero presentará el proyecto?,0,أي من المهندسات ستقدمن المشروع؟,¿Cuáles de las ingenieras presentarán el proyecto?,0,אילו מהמהנדסות יציגו את הפרויקט?,¿Cuáles de las ingenieras presentarán el proyecto?,0,कौन से इंजीनियर परियोजना प्रस्तुत करेंगे?,¿Cuáles ingenieros presentarán el proyecto?,0,Ni wahandisi wapi watakaow asilisha mradi?,¿Cuáles ingenieros presentarán el proyecto?,0
37,Εγώ η ίδια θα φτιάξω το αυτοκίνητο.,Εγώ η ίδια / I myself (fem. intensive),Intensive Pronouns,Yo misma repararé el coche.,Yo misma fabricaré el coche.,0,Minor differences; feminine gender preserved,0,0,0,0,0,0,0,I myself will fix the car.,Yo mismo arreglaré el coche.,0,Jag själv kommer att fixa bilen.,Yo mismo arreglaré el coche.,0,Ben kendim arabayı tamir edeceğim.,Yo mismo arreglaré el coche.,0,Moi-même je réparerai la voiture.,Yo misma repararé el coche.,0,Ich selbst werde das Auto reparieren.,Yo misma repararé el coche.,0,Я сам/сама починю машину.,Yo mismo arreglaré el coche.,0,Ja sama naprawię samochód.,Yo misma arreglaré el coche.,0,Én magam fogom megjavítani az autót.,Yo mismo arreglaré el coche.,0,Io stessa riparerò l'auto.,Yo misma repararé el coche.,0,Unë vetë do ta riparoj makinën.,Yo mismo arreglaré el coche.,0,我自己会修理汽车。,Yo mismo arreglaré el coche.,0,私自身が車を修理します。,Yo mismo arreglaré el coche.,0,أنا نفسي سأصلح السيارة.,Yo mismo arreglaré el coche.,0,אני עצמי אתקן את המכונית.,Yo mismo arreglaré el coche.,0,मैं खुद कार की मरम्मत करूंगी।,Yo misma arreglaré el coche.,0,Mimi mwenyewe nitarekebishа gari.,Yo mismo arreglaré el coche.,0
38,Εμείς οι ίδιες θα οργανώσουμε το event.,Εμείς οι ίδιες / We ourselves (fem. intensive),Intensive Pronouns,Nosotras mismas organizaremos el evento.,Nosotras mismas organizaremos el evento.,0,Full agreement with gold translation,0,0,0,0,0,0,0,We ourselves will organize the event.,Nosotros mismos organizaremos el evento.,0,Vi själva kommer att organisera evenemanget.,Nosotros mismos organizaremos el evento.,0,Etkinliği biz kendimiz organize edeceğiz.,Nosotros mismos organizaremos el evento.,0,Nous-mêmes organiserons l'événement.,Nosotras mismas organizaremos el evento.,1,Wir selbst werden die Veranstaltung organisieren.,Nosotros mismos organizaremos el evento.,0,Мы сами организуем мероприятие.,Nosotros mismos organizaremos el evento.,0,My same zorganizujemy wydarzenie.,Nosotras mismas organizaremos el evento.,1,Mi magunk fogjuk megszervezni az eseményt.,Nosotros mismos organizaremos el evento.,0,Noi stesse organizzeremo l'evento.,Nosotras mismas organizaremos el evento.,1,Ne vetë do ta organizojmë ngjarjen.,Nosotros mismos organizaremos el evento.,0,我们自己会组织活动。,Nosotros mismos organizaremos el evento.,0,私たち自身がイベントを企画します。,Nosotros mismos organizaremos el evento.,0,نحن أنفسنا سننظم الحدث.,Nosotros mismos organizaremos el evento.,0,אנחנו עצמנו נארגן את האירוע.,Nosotros mismos organizaremos el evento.,0,हम खुद इवेंट का आयोजन करेंगी।,Nosotras mismas organizaremos el evento.,1,Sisi wenyewe tutapanga tukio.,Nosotros mismos organizaremos el evento.,0
39,Τις βλέπεις εκείνες τις σφραγίδες εκεί πέρα.,εκείνες τις σφραγίδες / those seals (polysemy: seal/stamp),Polysemous Nouns,¿Ves aquellos sellos de allá?,¿Ves esos sellos de allí?,0,Deictic change: 'de allá' → 'de allí'; no gender impact,0,0,0,0,0,0,1,Do you see those stamps over there.,¿Ves esos sellos de allí?,1,Ser du de där stämplarna där borta.,¿Ves esos sellos de allí?,1,Şuradaki damgaları görüyor musun.,¿Ves esos sellos de allí?,1,Vois-tu ces cachets là-bas.,¿Ves esos sellos de allí?,1,Siehst du diese Stempel dort drüben.,¿Ves esos sellos de allí?,1,Видишь те печати вон там.,¿Ves esos sellos de allí?,1,Widzisz te pieczęcie tam.,¿Ves esos sellos de allí?,1,Látod azokat a bélyegzőket ott.,¿Ves esos sellos de allí?,1,Vedi quei timbri laggiù.,¿Ves esos sellos de allí?,1,I sheh ato vula atje.,¿Ves esos sellos de allí?,1,你看到那边的那些印章吗。,¿Ves esos sellos de allí?,1,あそこのスタンプが見えますか。,¿Ves esos sellos de allí?,1,هل ترى تلك الأختام هناك.,¿Ves esos sellos de allí?,1,אתה רואה את החותמות ההם שם.,¿Ves esos sellos de allí?,1,क्या आप वहाँ उन मुहरों को देखते हैं।,¿Ves esos sellos de allí?,1,Unaona vile muhuri pale.,¿Ves esos sellos de allí?,1
40,Μύγες του χρόνου,Μύγες του / Flies of (polysemy),Polysemous Nouns,Las moscas del año,Moscas del tiempo,0,Minor differences; no gender impact,0,0,0,0,0,0,0,Flies of the year,Moscas del año.,0,Flugor från året,Moscas del año.,0,Yılın sinekleri,Moscas del año.,0,Mouches de l'année,Moscas del año.,0,Fliegen des Jahres,Moscas del año.,0,Мухи года,Moscas del año.,0,Muchy roku,Moscas del año.,0,Az év legyei,Las moscas del año.,0,Mosche dell'anno,Moscas del año.,0,Mizat e vitit,Las moscas del año.,0,年度苍蝇,Moscas del año.,0,年の蝿,Moscas del año.,0,ذباب السنة,Moscas del año.,0,זבובי השנה,Moscas del año.,0,वर्ष की मक्खियाँ,Moscas del año.,0,Mainzi ya mwaka,Moscas del año.,0
41,Μύγες χρόνου,Μύγες / Flies (polysemy),Polysemous Nouns,Moscas de tiempo,Moscas del tiempo,0,Minor differences; no gender impact,0,0,0,0,0,0,0,Flies of time,Moscas del tiempo.,0,Flugor av tid,Moscas del tiempo.,0,Zamanın sinekleri,Moscas del tiempo.,0,Mouches de temps,Moscas del tiempo.,0,Fliegen der Zeit,Moscas del tiempo.,0,Мухи времени,Moscas del tiempo.,0,Muchy czasu,Moscas del tiempo.,0,Az idő legyei,Las moscas del tiempo.,0,Mosche del tempo,Moscas del tiempo.,0,Mizat e kohës,Las moscas del tiempo.,0,时间的苍蝇,Moscas del tiempo.,0,時の蝿,Moscas del tiempo.,0,ذباب الزمن,Moscas del tiempo.,0,זבובי הזמן,Moscas del tiempo.,0,समय की मक्खियाँ,Moscas del tiempo.,0,Mainzi ya wakati,Moscas del tiempo.,0
42,Η Alex ήρθε χωρίς σήμερα.,Η Alex / Alex (fem. context),Gender-Neutral Names,Alex vino sin nada hoy.,Alex no ha venido hoy.,0,Minor differences; no gender impact,0,0,0,0,0,0,0,Alex came without today.,Alex vino sin hoy.,0,Alex kom utan idag.,Alex vino sin hoy.,0,Alex bugün olmadan geldi.,Alex vino sin hoy.,0,Alex est venu sans aujourd'hui.,Alex vino sin hoy.,0,Alex kam ohne heute.,Alex vino sin hoy.,0,Алекс пришёл без сегодня.,Alex vino sin hoy.,0,Alex przyszedł bez dzisiaj.,Alex vino sin hoy.,0,Alex ma nélkül jött.,Alex vino sin hoy.,0,Alex è venuta senza oggi.,Alex vino sin hoy.,0,Alex erdhi pa sot.,Alex vino sin hoy.,0,Alex今天没来。,Alex no vino hoy.,0,アレックスは今日来ませんでした。,Alex no vino hoy.,0,جاءت أليكس بدون اليوم.,Alex vino sin hoy.,0,אלכס הגיעה בלי היום.,Alex vino sin hoy.,0,एलेक्स आज बिना आई।,Alex vino sin hoy.,0,Alex alikuja bila leo.,Alex vino sin hoy.,0
43,Η Jordan εργάζεται ως μηχανικός.,"Η Jordan, μηχανικός / Jordan, engineer (fem.)",Gender-Neutral Names,Jordan trabaja como ingeniera.,Jordan trabaja como ingeniera.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Jordan works as an engineer.,Jordan trabaja como ingeniero.,0,Jordan arbetar som ingenjör.,Jordan trabaja como ingeniero.,0,Jordan mühendis olarak çalışıyor.,Jordan trabaja como ingeniero.,0,Jordan travaille comme ingénieur.,Jordan trabaja como ingeniero.,0,Jordan arbeitet als Ingenieur.,Jordan trabaja como ingeniero.,0,Джордан работает инженером.,Jordan trabaja como ingeniero.,0,Jordan pracuje jako inżynier.,Jordan trabaja como ingeniero.,0,Jordan mérnökként dolgozik.,Jordan trabaja como ingeniero.,0,Jordan lavora come ingegnere.,Jordan trabaja como ingeniero.,0,Jordan punon si inxhinier.,Jordan trabaja como ingeniero.,0,乔丹担任工程师。,Jordan trabaja como ingeniero.,0,ジョーダンはエンジニアとして働いています。,Jordan trabaja como ingeniero.,0,تعمل جوردان كمهندسة.,Jordan trabaja como ingeniera.,1,ג'ורדן עובדת כמהנדסת.,Jordan trabaja como ingeniera.,1,जॉर्डन इंजीनियर के रूप में काम करती है।,Jordan trabaja como ingeniera.,1,Jordan anafanya kazi kama mhandisi.,Jordan trabaja como ingeniero.,0
44,Η Morgan θέλει να αγοράσει νέο αυτοκίνητο.,Η Morgan / Morgan (fem. context),Gender-Neutral Names,Morgan quiere comprar un coche nuevo.,Morgan quiere comprar un coche nuevo.,0,Full agreement with gold translation,0,0,0,0,0,0,0,Morgan wants to buy a new car.,Morgan quiere comprar un coche nuevo.,1,Morgan vill köpa en ny bil.,Morgan quiere comprar un coche nuevo.,1,Morgan yeni bir araba almak istiyor.,Morgan quiere comprar un coche nuevo.,1,Morgan veut acheter une nouvelle voiture.,Morgan quiere comprar un coche nuevo.,1,Morgan möchte ein neues Auto kaufen.,Morgan quiere comprar un coche nuevo.,1,Морган хочет купить новую машину.,Morgan quiere comprar un coche nuevo.,1,Morgan chce kupić nowy samochód.,Morgan quiere comprar un coche nuevo.,1,Morgan új autót akar venni.,Morgan quiere comprar un coche nuevo.,1,Morgan vuole comprare una nuova auto.,Morgan quiere comprar un coche nuevo.,1,Morgan dëshiron të blejë një makinë të re.,Morgan quiere comprar un coche nuevo.,1,摩根想买一辆新车。,Morgan quiere comprar un coche nuevo.,1,モーガンは新しい車を買いたいです。,Morgan quiere comprar un coche nuevo.,1,تريد مورغان شراء سيارة جديدة.,Morgan quiere comprar un coche nuevo.,1,מורגן רוצה לקנות מכונית חדשה.,Morgan quiere comprar un coche nuevo.,1,मॉर्गन नई कार खरीदना चाहती है।,Morgan quiere comprar un coche nuevo.,1,Morgan anataka kununua gari jipya.,Morgan quiere comprar un coche nuevo.,1
45,Άκουσέ με προσεκτικά!,"Άκουσέ / Listen! (imperative, gender-neutral)",Imperative Mood,¡Escúchame con atención!,¡Escúchame con atención!,0,Full agreement with gold translation,0,0,0,0,0,0,0,Listen to me carefully!,¡Escúchame atentamente!,0,Lyssna på mig noga!,¡Escúchame atentamente!,0,Beni dikkatle dinle!,¡Escúchame atentamente!,0,Écoute-moi attentivement!,¡Escúchame atentamente!,0,Hör mir gut zu!,¡Escúchame bien!,0,Слушай меня внимательно!,¡Escúchame atentamente!,0,Słuchaj mnie uważnie!,¡Escúchame atentamente!,0,Figyelj rám figyelmesen!,¡Escúchame atentamente!,0,Ascoltami attentamente!,¡Escúchame atentamente!,0,Dëgjomë me kujdes!,¡Escúchame atentamente!,0,仔细听我说！,¡Escúchame atentamente!,0,注意深く聞いてください！,¡Escúchame atentamente!,0,استمع إلي بعناية!,¡Escúchame atentamente!,0,הקשב לי בעיון!,¡Escúchame atentamente!,0,मुझे ध्यान से सुनो!,¡Escúchame atentamente!,0,Nisikilize kwa makini!,¡Escúchame atentamente!,0
46,Κοίταξέ με όταν σου μιλάω!,"Κοίταξέ / Look! (imperative, gender-neutral)",Imperative Mood,¡Mírame cuando te hablo!,¡Mírame cuando te hablo!,0,Full agreement with gold translation,0,0,0,0,0,0,0,Look at me when I'm talking to you!,¡Mírame cuando te hablo!,1,Titta på mig när jag pratar med dig!,¡Mírame cuando te hablo!,1,Seninle konuşurken bana bak!,¡Mírame cuando te hablo!,1,Regarde-moi quand je te parle!,¡Mírame cuando te hablo!,1,"Schau mich an, wenn ich mit dir rede!",¡Mírame cuando te hablo!,1,"Смотри на меня, когда я с тобой говорю!",¡Mírame cuando te hablo!,1,"Patrz na mnie, gdy do ciebie mówię!",¡Mírame cuando te hablo!,1,"Nézz rám, amikor beszélek veled!",¡Mírame cuando te hablo!,1,Guardami quando ti parlo!,¡Mírame cuando te hablo!,1,Shikoje kur të flas!,¡Mírame cuando te hablo!,1,当我和你说话时看着我！,¡Mírame cuando te hablo!,1,話しているときは見てください！,¡Mírame cuando te hablo!,1,انظر إلي عندما أتحدث إليك!,¡Mírame cuando te hablo!,1,תסתכל עלי כשאני מדבר אליך!,¡Mírame cuando te hablo!,1,जब मैं तुमसे बात करूं तो मुझे देखो!,¡Mírame cuando te hablo!,1,Nitazame ninapozungumza nawe!,¡Mírame cuando te hablo!,1
47,Προχωρήστε γρήγορα!,"Προχωρήστε / Come here! (imperative, gender-neutral)",Imperative Mood,¡Avancen rápido!,¡Apresuraos!,1,Minor differences; no gender impact,0,0,0,0,0,0,0,Move forward quickly!,¡Avanza rápidamente!,0,Gå framåt snabbt!,¡Avanza rápidamente!,0,Hızlıca ilerleyin!,¡Avanzad rápidamente!,0,Avancez rapidement!,¡Avanzad rápidamente!,0,Gehen Sie schnell voran!,¡Avancen rápidamente!,0,Двигайтесь быстро!,¡Avanzad rápidamente!,0,Idźcie szybko naprzód!,¡Avanzad rápidamente!,0,Haladjatok gyorsan!,¡Avanzad rápidamente!,0,Procedete rapidamente!,¡Avanzad rápidamente!,0,Ecni përpara shpejt!,¡Avanzad rápidamente!,0,快点前进！,¡Avanzad rápidamente!,0,素早く進んでください！,¡Avanzad rápidamente!,0,تقدموا بسرعة!,¡Avanzad rápidamente!,0,התקדמו מהר!,¡Avanzad rápidamente!,0,जल्दी आगे बढ़ो!,¡Avanzad rápidamente!,0,Endeeni mbele haraka!,¡Avanzad rápidamente!,0
48,Κοιμάσαι καλά;,Κοιμάσαι / Do you sleep (gender-neutral),Personal Pronouns,¿Duermes bien?,¿Dormís bien?,0,Minor differences; no gender impact,0,0,0,0,0,0,0,Are you sleeping well?,¿Duermes bien?,0,Sover du bra?,¿Duermes bien?,0,İyi uyuyor musun?,¿Duermes bien?,0,Dors-tu bien?,¿Duermes bien?,0,Schläfst du gut?,¿Duermes bien?,0,Ты хорошо спишь?,¿Duermes bien?,0,Śpisz dobrze?,¿Duermes bien?,0,Jól alszol?,¿Duermes bien?,0,Dormi bene?,¿Duermes bien?,0,Fle mirë?,¿Duermes bien?,0,你睡得好吗？,¿Duermes bien?,0,よく眠れていますか？,¿Duermes bien?,0,هل تنام جيداً؟,¿Duermes bien?,0,אתה ישן טוב?,¿Duermes bien?,0,क्या तुम अच्छी नींद ले रहे हो?,¿Duermes bien?,0,Unalala vizuri?,¿Duermes bien?,0
